scenario,policy,trial_count,sweep_name,sweep_value,origin_delay,es_availability,local_es_availability,neighbor_es_availability,zipf_alpha,local_es_count,neighbor_group_size,k,neighbor_cache_hot_prob,neighbor_cache_cold_prob,neighbor_cache_rank_gamma,mean_response_time_mean,mean_response_time_std,mean_response_time_stderr,mean_response_time_ci95_low,mean_response_time_ci95_high,p95_response_time_mean,p95_response_time_std,p95_response_time_stderr,p95_response_time_ci95_low,p95_response_time_ci95_high,origin_free_rate_mean,origin_free_rate_std,origin_free_rate_stderr,origin_free_rate_ci95_low,origin_free_rate_ci95_high,local_failure_rate_mean,local_failure_rate_std,local_failure_rate_stderr,local_failure_rate_ci95_low,local_failure_rate_ci95_high,neighbor_attempt_rate_mean,neighbor_attempt_rate_std,neighbor_attempt_rate_stderr,neighbor_attempt_rate_ci95_low,neighbor_attempt_rate_ci95_high,neighbor_failure_rate_mean,neighbor_failure_rate_std,neighbor_failure_rate_stderr,neighbor_failure_rate_ci95_low,neighbor_failure_rate_ci95_high,b2_neighbor_choice_rate_mean,b2_neighbor_choice_rate_std,b2_neighbor_choice_rate_stderr,b2_neighbor_choice_rate_ci95_low,b2_neighbor_choice_rate_ci95_high,b2_advantage_vs_b1_mean
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,114.5901,0.531173,0.167972,114.260875,114.919325,366.6533,0.139998,0.044271,366.566529,366.740071,0.75272,0.001463,0.000463,0.751813,0.753627,0.44721,0.004903,0.001551,0.444171,0.450249,0.39806,0.005473,0.001731,0.394668,0.401452,0.49777,0.005463,0.001728,0.494384,0.501156,0.89009,0.005877,0.001859,0.886447,0.893733,0.7103
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,163.5127,1.539815,0.486932,162.558313,164.467087,341.4181,0.146442,0.046309,341.327334,341.508866,0.5525,0.004885,0.001545,0.549472,0.555528,0.4475,0.004885,0.001545,0.444472,0.450528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,107.2947,0.583249,0.18444,106.933198,107.656202,367.1128,0.122175,0.038635,367.037075,367.188525,0.78166,0.001492,0.000472,0.780735,0.782585,0.4475,0.004885,0.001545,0.444472,0.450528,0.4475,0.004885,0.001545,0.444472,0.450528,0.48795,0.004755,0.001504,0.485003,0.490897,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,106.9119,0.555493,0.175662,106.567602,107.256198,366.4296,0.132165,0.041794,366.347683,366.511517,0.77917,0.001522,0.000481,0.778226,0.780114,0.4475,0.004885,0.001545,0.444472,0.450528,0.40715,0.005432,0.001718,0.403783,0.410517,0.44332,0.004893,0.001547,0.440287,0.446353,0.90981,0.004708,0.001489,0.906892,0.912728,0.3828
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,164.7802,1.854058,0.586305,163.631043,165.929357,341.459,0.171217,0.054144,341.352878,341.565122,0.54849,0.00588,0.001859,0.544846,0.552134,0.45151,0.00588,0.001859,0.447866,0.455154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,100.7394,2.025519,0.640525,99.48397,101.99483,366.6688,0.185651,0.058708,366.553732,366.783868,0.8041,0.006066,0.001918,0.80034,0.80786,0.45151,0.00588,0.001859,0.447866,0.455154,0.45151,0.00588,0.001859,0.447866,0.455154,0.43382,0.009583,0.00303,0.427881,0.439759,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,100.5541,2.042127,0.645777,99.288376,101.819824,366.1309,0.195775,0.06191,366.009557,366.252243,0.80195,0.006237,0.001972,0.798084,0.805816,0.45151,0.00588,0.001859,0.447866,0.455154,0.42185,0.004926,0.001558,0.418797,0.424903,0.39914,0.010023,0.00317,0.392927,0.405353,0.93432,0.003503,0.001108,0.932149,0.936491,0.1853
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,164.2197,1.568705,0.496068,163.247407,165.191993,341.3804,0.167202,0.052874,341.276767,341.484033,0.55028,0.004945,0.001564,0.547215,0.553345,0.44972,0.004945,0.001564,0.446655,0.452785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,90.8528,1.057029,0.334262,90.197646,91.507954,366.0392,0.171214,0.054143,365.93308,366.14532,0.83681,0.003068,0.00097,0.834909,0.838711,0.44972,0.004945,0.001564,0.446655,0.452785,0.44972,0.004945,0.001564,0.446655,0.452785,0.36286,0.005845,0.001848,0.359237,0.366483,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,90.797,1.054872,0.33358,90.143184,91.450816,365.9644,0.168568,0.053306,365.85992,366.06888,0.83669,0.003081,0.000974,0.83478,0.8386,0.44972,0.004945,0.001564,0.446655,0.452785,0.44644,0.004715,0.001491,0.443518,0.449362,0.35847,0.005811,0.001838,0.354868,0.362072,0.99271,0.00084,0.000266,0.992189,0.993231,0.0558
