scenario,policy,mean_response_time,p95_response_time,origin_free_rate,neighbor_failure_rate,zipf_alpha,es_availability,local_es_availability,neighbor_es_availability,origin_delay,local_es_count,neighbor_group_size,k,trial_index,trial_seed,sweep_name,sweep_value
origin_delay_repeated,B0,162.614,341.306,0.5552,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,4,20263729,origin_delay,320.0
origin_delay_repeated,B1,48.081,70.753,0.9794,0.0457,1.1,0.82,0.82,0.82,320.0,3,5,3,4,20263729,origin_delay,320.0
origin_delay_repeated,B2,47.087,70.685,0.9817,0.0414,1.1,0.82,0.82,0.82,320.0,3,5,3,4,20263729,origin_delay,320.0
origin_delay_repeated,B0,162.484,341.385,0.5557,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,5,20263730,origin_delay,320.0
origin_delay_repeated,B1,47.087,70.685,0.9817,0.0414,1.1,0.82,0.82,0.82,320.0,3,5,3,5,20263730,origin_delay,320.0
origin_delay_repeated,B2,48.328,70.855,0.9797,0.0445,1.1,0.82,0.82,0.82,320.0,3,5,3,5,20263730,origin_delay,320.0
origin_delay_repeated,B0,163.663,341.255,0.5519,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,6,20263731,origin_delay,320.0
origin_delay_repeated,B1,48.328,70.855,0.9797,0.0445,1.1,0.82,0.82,0.82,320.0,3,5,3,6,20263731,origin_delay,320.0
origin_delay_repeated,B2,47.194,70.639,0.9814,0.0419,1.1,0.82,0.82,0.82,320.0,3,5,3,6,20263731,origin_delay,320.0
origin_delay_repeated,B0,166.984,341.075,0.5416,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,7,20263732,origin_delay,320.0
origin_delay_repeated,B1,47.194,70.639,0.9814,0.0419,1.1,0.82,0.82,0.82,320.0,3,5,3,7,20263732,origin_delay,320.0
origin_delay_repeated,B2,47.898,71.056,0.9793,0.0467,1.1,0.82,0.82,0.82,320.0,3,5,3,7,20263732,origin_delay,320.0
origin_delay_repeated,B0,162.487,341.428,0.5557,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,8,20263733,origin_delay,320.0
origin_delay_repeated,B1,47.898,71.056,0.9793,0.0467,1.1,0.82,0.82,0.82,320.0,3,5,3,8,20263733,origin_delay,320.0
origin_delay_repeated,B2,48.062,70.835,0.9791,0.0467,1.1,0.82,0.82,0.82,320.0,3,5,3,8,20263733,origin_delay,320.0
origin_delay_repeated,B0,165.02,341.415,0.5478,0.0,1.1,0.82,0.82,0.82,320.0,3,5,3,9,20263734,origin_delay,320.0
origin_delay_repeated,B1,48.062,70.835,0.9791,0.0467,1.1,0.82,0.82,0.82,320.0,3,5,3,9,20263734,origin_delay,320.0
origin_delay_repeated,B2,48.691,71.114,0.9783,0.0475,1.1,0.82,0.82,0.82,320.0,3,5,3,9,20263734,origin_delay,320.0
es_availability_repeated,B0,180.596,203.509,0.0944,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,0,20260975,es_availability,0.45
es_availability_repeated,B1,148.532,230.157,0.4539,0.6009,1.1,0.45,0.45,0.45,180.0,3,5,3,0,20260975,es_availability,0.45
es_availability_repeated,B2,148.953,230.032,0.4527,0.5992,1.1,0.45,0.45,0.45,180.0,3,5,3,0,20260975,es_availability,0.45
es_availability_repeated,B0,181.329,203.599,0.0899,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,1,20260976,es_availability,0.45
es_availability_repeated,B1,148.953,230.032,0.4527,0.5992,1.1,0.45,0.45,0.45,180.0,3,5,3,1,20260976,es_availability,0.45
es_availability_repeated,B2,147.906,230.064,0.457,0.5986,1.1,0.45,0.45,0.45,180.0,3,5,3,1,20260976,es_availability,0.45
es_availability_repeated,B0,180.47,203.599,0.0949,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,2,20260977,es_availability,0.45
es_availability_repeated,B1,147.906,230.064,0.457,0.5986,1.1,0.45,0.45,0.45,180.0,3,5,3,2,20260977,es_availability,0.45
es_availability_repeated,B2,147.302,229.899,0.4611,0.5946,1.1,0.45,0.45,0.45,180.0,3,5,3,2,20260977,es_availability,0.45
es_availability_repeated,B0,180.815,203.595,0.0927,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,3,20260978,es_availability,0.45
es_availability_repeated,B1,147.302,229.899,0.4611,0.5946,1.1,0.45,0.45,0.45,180.0,3,5,3,3,20260978,es_availability,0.45
es_availability_repeated,B2,147.748,229.916,0.4594,0.5937,1.1,0.45,0.45,0.45,180.0,3,5,3,3,20260978,es_availability,0.45
es_availability_repeated,B0,181.138,203.584,0.0912,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,4,20260979,es_availability,0.45
es_availability_repeated,B1,147.748,229.916,0.4594,0.5937,1.1,0.45,0.45,0.45,180.0,3,5,3,4,20260979,es_availability,0.45
es_availability_repeated,B2,147.292,230.058,0.4619,0.5922,1.1,0.45,0.45,0.45,180.0,3,5,3,4,20260979,es_availability,0.45
es_availability_repeated,B0,181.539,203.19,0.0887,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,5,20260980,es_availability,0.45
es_availability_repeated,B1,147.292,230.058,0.4619,0.5922,1.1,0.45,0.45,0.45,180.0,3,5,3,5,20260980,es_availability,0.45
es_availability_repeated,B2,147.355,229.863,0.4613,0.5925,1.1,0.45,0.45,0.45,180.0,3,5,3,5,20260980,es_availability,0.45
es_availability_repeated,B0,180.953,203.56,0.0923,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,6,20260981,es_availability,0.45
es_availability_repeated,B1,147.355,229.863,0.4613,0.5925,1.1,0.45,0.45,0.45,180.0,3,5,3,6,20260981,es_availability,0.45
es_availability_repeated,B2,147.662,229.794,0.4598,0.593,1.1,0.45,0.45,0.45,180.0,3,5,3,6,20260981,es_availability,0.45
es_availability_repeated,B0,180.878,203.338,0.0925,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,7,20260982,es_availability,0.45
es_availability_repeated,B1,147.662,229.794,0.4598,0.593,1.1,0.45,0.45,0.45,180.0,3,5,3,7,20260982,es_availability,0.45
es_availability_repeated,B2,148.39,230.022,0.4558,0.5971,1.1,0.45,0.45,0.45,180.0,3,5,3,7,20260982,es_availability,0.45
es_availability_repeated,B0,181.105,203.739,0.0913,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,8,20260983,es_availability,0.45
es_availability_repeated,B1,148.39,230.022,0.4558,0.5971,1.1,0.45,0.45,0.45,180.0,3,5,3,8,20260983,es_availability,0.45
es_availability_repeated,B2,148.439,230.014,0.4559,0.5957,1.1,0.45,0.45,0.45,180.0,3,5,3,8,20260983,es_availability,0.45
es_availability_repeated,B0,180.53,203.646,0.0946,0.0,1.1,0.45,0.45,0.45,180.0,3,5,3,9,20260984,es_availability,0.45
es_availability_repeated,B1,148.439,230.014,0.4559,0.5957,1.1,0.45,0.45,0.45,180.0,3,5,3,9,20260984,es_availability,0.45
es_availability_repeated,B2,145.996,229.813,0.4691,0.5859,1.1,0.45,0.45,0.45,180.0,3,5,3,9,20260984,es_availability,0.45
es_availability_repeated,B0,168.065,203.469,0.1666,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,0,20261075,es_availability,0.55
es_availability_repeated,B1,113.241,228.596,0.6548,0.4145,1.1,0.55,0.55,0.55,180.0,3,5,3,0,20261075,es_availability,0.55
es_availability_repeated,B2,113.561,228.647,0.6544,0.4116,1.1,0.55,0.55,0.55,180.0,3,5,3,0,20261075,es_availability,0.55
es_availability_repeated,B0,167.051,203.506,0.1723,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,1,20261076,es_availability,0.55
es_availability_repeated,B1,113.561,228.647,0.6544,0.4116,1.1,0.55,0.55,0.55,180.0,3,5,3,1,20261076,es_availability,0.55
es_availability_repeated,B2,114.577,228.613,0.6473,0.4208,1.1,0.55,0.55,0.55,180.0,3,5,3,1,20261076,es_availability,0.55
es_availability_repeated,B0,167.589,203.138,0.169,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,2,20261077,es_availability,0.55
es_availability_repeated,B1,114.577,228.613,0.6473,0.4208,1.1,0.55,0.55,0.55,180.0,3,5,3,2,20261077,es_availability,0.55
es_availability_repeated,B2,113.085,228.53,0.6566,0.4107,1.1,0.55,0.55,0.55,180.0,3,5,3,2,20261077,es_availability,0.55
es_availability_repeated,B0,168.002,203.289,0.1666,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,3,20261078,es_availability,0.55
es_availability_repeated,B1,113.085,228.53,0.6566,0.4107,1.1,0.55,0.55,0.55,180.0,3,5,3,3,20261078,es_availability,0.55
es_availability_repeated,B2,113.752,228.353,0.6521,0.4161,1.1,0.55,0.55,0.55,180.0,3,5,3,3,20261078,es_availability,0.55
es_availability_repeated,B0,169.184,203.42,0.1597,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,4,20261079,es_availability,0.55
es_availability_repeated,B1,113.752,228.353,0.6521,0.4161,1.1,0.55,0.55,0.55,180.0,3,5,3,4,20261079,es_availability,0.55
es_availability_repeated,B2,112.962,228.473,0.6558,0.4148,1.1,0.55,0.55,0.55,180.0,3,5,3,4,20261079,es_availability,0.55
es_availability_repeated,B0,167.641,203.218,0.1685,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,5,20261080,es_availability,0.55
es_availability_repeated,B1,112.962,228.473,0.6558,0.4148,1.1,0.55,0.55,0.55,180.0,3,5,3,5,20261080,es_availability,0.55
es_availability_repeated,B2,112.588,228.615,0.6614,0.4018,1.1,0.55,0.55,0.55,180.0,3,5,3,5,20261080,es_availability,0.55
es_availability_repeated,B0,167.917,203.241,0.1672,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,6,20261081,es_availability,0.55
es_availability_repeated,B1,112.588,228.615,0.6614,0.4018,1.1,0.55,0.55,0.55,180.0,3,5,3,6,20261081,es_availability,0.55
es_availability_repeated,B2,111.527,228.39,0.6661,0.3995,1.1,0.55,0.55,0.55,180.0,3,5,3,6,20261081,es_availability,0.55
es_availability_repeated,B0,167.534,203.286,0.1695,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,7,20261082,es_availability,0.55
es_availability_repeated,B1,111.527,228.39,0.6661,0.3995,1.1,0.55,0.55,0.55,180.0,3,5,3,7,20261082,es_availability,0.55
es_availability_repeated,B2,111.919,228.458,0.6631,0.4044,1.1,0.55,0.55,0.55,180.0,3,5,3,7,20261082,es_availability,0.55
es_availability_repeated,B0,168.868,203.224,0.1618,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,8,20261083,es_availability,0.55
es_availability_repeated,B1,111.919,228.458,0.6631,0.4044,1.1,0.55,0.55,0.55,180.0,3,5,3,8,20261083,es_availability,0.55
es_availability_repeated,B2,112.097,228.51,0.6635,0.4015,1.1,0.55,0.55,0.55,180.0,3,5,3,8,20261083,es_availability,0.55
es_availability_repeated,B0,167.318,203.513,0.1706,0.0,1.1,0.55,0.55,0.55,180.0,3,5,3,9,20261084,es_availability,0.55
es_availability_repeated,B1,112.097,228.51,0.6635,0.4015,1.1,0.55,0.55,0.55,180.0,3,5,3,9,20261084,es_availability,0.55
es_availability_repeated,B2,110.955,228.822,0.669,0.3973,1.1,0.55,0.55,0.55,180.0,3,5,3,9,20261084,es_availability,0.55
es_availability_repeated,B0,149.626,203.007,0.2724,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,0,20261175,es_availability,0.65
es_availability_repeated,B1,80.22,225.943,0.8331,0.2298,1.1,0.65,0.65,0.65,180.0,3,5,3,0,20261175,es_availability,0.65
es_availability_repeated,B2,80.708,226.144,0.8304,0.2328,1.1,0.65,0.65,0.65,180.0,3,5,3,0,20261175,es_availability,0.65
es_availability_repeated,B0,148.644,202.764,0.2779,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,1,20261176,es_availability,0.65
es_availability_repeated,B1,80.708,226.144,0.8304,0.2328,1.1,0.65,0.65,0.65,180.0,3,5,3,1,20261176,es_availability,0.65
es_availability_repeated,B2,81.865,226.237,0.8259,0.2362,1.1,0.65,0.65,0.65,180.0,3,5,3,1,20261176,es_availability,0.65
es_availability_repeated,B0,149.065,203.019,0.2754,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,2,20261177,es_availability,0.65
es_availability_repeated,B1,81.865,226.237,0.8259,0.2362,1.1,0.65,0.65,0.65,180.0,3,5,3,2,20261177,es_availability,0.65
es_availability_repeated,B2,81.707,226.472,0.8243,0.2413,1.1,0.65,0.65,0.65,180.0,3,5,3,2,20261177,es_availability,0.65
es_availability_repeated,B0,149.88,202.977,0.2711,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,3,20261178,es_availability,0.65
es_availability_repeated,B1,81.707,226.472,0.8243,0.2413,1.1,0.65,0.65,0.65,180.0,3,5,3,3,20261178,es_availability,0.65
es_availability_repeated,B2,80.768,226.184,0.8297,0.2347,1.1,0.65,0.65,0.65,180.0,3,5,3,3,20261178,es_availability,0.65
es_availability_repeated,B0,148.9,203.032,0.2766,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,4,20261179,es_availability,0.65
es_availability_repeated,B1,80.768,226.184,0.8297,0.2347,1.1,0.65,0.65,0.65,180.0,3,5,3,4,20261179,es_availability,0.65
es_availability_repeated,B2,80.866,226.203,0.8268,0.241,1.1,0.65,0.65,0.65,180.0,3,5,3,4,20261179,es_availability,0.65
es_availability_repeated,B0,149.424,202.982,0.2736,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,5,20261180,es_availability,0.65
es_availability_repeated,B1,80.866,226.203,0.8268,0.241,1.1,0.65,0.65,0.65,180.0,3,5,3,5,20261180,es_availability,0.65
es_availability_repeated,B2,81.403,226.41,0.8246,0.2427,1.1,0.65,0.65,0.65,180.0,3,5,3,5,20261180,es_availability,0.65
es_availability_repeated,B0,149.973,202.846,0.2701,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,6,20261181,es_availability,0.65
es_availability_repeated,B1,81.403,226.41,0.8246,0.2427,1.1,0.65,0.65,0.65,180.0,3,5,3,6,20261181,es_availability,0.65
es_availability_repeated,B2,80.15,226.273,0.8325,0.232,1.1,0.65,0.65,0.65,180.0,3,5,3,6,20261181,es_availability,0.65
es_availability_repeated,B0,149.517,202.799,0.2728,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,7,20261182,es_availability,0.65
es_availability_repeated,B1,80.15,226.273,0.8325,0.232,1.1,0.65,0.65,0.65,180.0,3,5,3,7,20261182,es_availability,0.65
es_availability_repeated,B2,79.794,225.957,0.8356,0.2264,1.1,0.65,0.65,0.65,180.0,3,5,3,7,20261182,es_availability,0.65
es_availability_repeated,B0,149.962,202.784,0.2702,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,8,20261183,es_availability,0.65
es_availability_repeated,B1,79.794,225.957,0.8356,0.2264,1.1,0.65,0.65,0.65,180.0,3,5,3,8,20261183,es_availability,0.65
es_availability_repeated,B2,80.027,226.004,0.833,0.2312,1.1,0.65,0.65,0.65,180.0,3,5,3,8,20261183,es_availability,0.65
es_availability_repeated,B0,148.697,202.929,0.2776,0.0,1.1,0.65,0.65,0.65,180.0,3,5,3,9,20261184,es_availability,0.65
es_availability_repeated,B1,80.027,226.004,0.833,0.2312,1.1,0.65,0.65,0.65,180.0,3,5,3,9,20261184,es_availability,0.65
es_availability_repeated,B2,81.224,226.393,0.8256,0.2415,1.1,0.65,0.65,0.65,180.0,3,5,3,9,20261184,es_availability,0.65
es_availability_repeated,B0,123.531,202.267,0.4223,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,0,20261275,es_availability,0.75
es_availability_repeated,B1,57.008,221.974,0.9387,0.1061,1.1,0.75,0.75,0.75,180.0,3,5,3,0,20261275,es_availability,0.75
es_availability_repeated,B2,57.829,221.991,0.9357,0.1102,1.1,0.75,0.75,0.75,180.0,3,5,3,0,20261275,es_availability,0.75
es_availability_repeated,B0,123.552,202.004,0.4219,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,1,20261276,es_availability,0.75
es_availability_repeated,B1,57.829,221.991,0.9357,0.1102,1.1,0.75,0.75,0.75,180.0,3,5,3,1,20261276,es_availability,0.75
es_availability_repeated,B2,56.945,221.928,0.9392,0.1055,1.1,0.75,0.75,0.75,180.0,3,5,3,1,20261276,es_availability,0.75
es_availability_repeated,B0,124.274,202.3,0.4181,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,2,20261277,es_availability,0.75
es_availability_repeated,B1,56.945,221.928,0.9392,0.1055,1.1,0.75,0.75,0.75,180.0,3,5,3,2,20261277,es_availability,0.75
es_availability_repeated,B2,56.835,221.804,0.9404,0.103,1.1,0.75,0.75,0.75,180.0,3,5,3,2,20261277,es_availability,0.75
es_availability_repeated,B0,122.312,201.99,0.429,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,3,20261278,es_availability,0.75
es_availability_repeated,B1,56.835,221.804,0.9404,0.103,1.1,0.75,0.75,0.75,180.0,3,5,3,3,20261278,es_availability,0.75
es_availability_repeated,B2,55.994,221.228,0.9449,0.0956,1.1,0.75,0.75,0.75,180.0,3,5,3,3,20261278,es_availability,0.75
es_availability_repeated,B0,124.875,202.302,0.4147,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,4,20261279,es_availability,0.75
es_availability_repeated,B1,55.994,221.228,0.9449,0.0956,1.1,0.75,0.75,0.75,180.0,3,5,3,4,20261279,es_availability,0.75
es_availability_repeated,B2,57.214,221.945,0.9391,0.1047,1.1,0.75,0.75,0.75,180.0,3,5,3,4,20261279,es_availability,0.75
es_availability_repeated,B0,124.058,202.09,0.419,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,5,20261280,es_availability,0.75
es_availability_repeated,B1,57.214,221.945,0.9391,0.1047,1.1,0.75,0.75,0.75,180.0,3,5,3,5,20261280,es_availability,0.75
es_availability_repeated,B2,56.804,221.939,0.9405,0.103,1.1,0.75,0.75,0.75,180.0,3,5,3,5,20261280,es_availability,0.75
es_availability_repeated,B0,125.24,202.437,0.4125,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,6,20261281,es_availability,0.75
es_availability_repeated,B1,56.804,221.939,0.9405,0.103,1.1,0.75,0.75,0.75,180.0,3,5,3,6,20261281,es_availability,0.75
es_availability_repeated,B2,57.043,221.915,0.9395,0.1043,1.1,0.75,0.75,0.75,180.0,3,5,3,6,20261281,es_availability,0.75
es_availability_repeated,B0,124.368,202.176,0.4177,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,7,20261282,es_availability,0.75
es_availability_repeated,B1,57.043,221.915,0.9395,0.1043,1.1,0.75,0.75,0.75,180.0,3,5,3,7,20261282,es_availability,0.75
es_availability_repeated,B2,56.969,221.499,0.9414,0.0999,1.1,0.75,0.75,0.75,180.0,3,5,3,7,20261282,es_availability,0.75
es_availability_repeated,B0,122.758,202.016,0.4266,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,8,20261283,es_availability,0.75
es_availability_repeated,B1,56.969,221.499,0.9414,0.0999,1.1,0.75,0.75,0.75,180.0,3,5,3,8,20261283,es_availability,0.75
es_availability_repeated,B2,56.974,221.853,0.9383,0.1072,1.1,0.75,0.75,0.75,180.0,3,5,3,8,20261283,es_availability,0.75
es_availability_repeated,B0,123.784,202.16,0.4207,0.0,1.1,0.75,0.75,0.75,180.0,3,5,3,9,20261284,es_availability,0.75
es_availability_repeated,B1,56.974,221.853,0.9383,0.1072,1.1,0.75,0.75,0.75,180.0,3,5,3,9,20261284,es_availability,0.75
es_availability_repeated,B2,56.585,221.804,0.9396,0.1059,1.1,0.75,0.75,0.75,180.0,3,5,3,9,20261284,es_availability,0.75
es_availability_repeated,B0,100.582,201.216,0.5539,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,0,20261345,es_availability,0.82
es_availability_repeated,B1,44.58,70.511,0.9808,0.0434,1.1,0.82,0.82,0.82,180.0,3,5,3,0,20261345,es_availability,0.82
es_availability_repeated,B2,45.067,70.77,0.98,0.0445,1.1,0.82,0.82,0.82,180.0,3,5,3,0,20261345,es_availability,0.82
es_availability_repeated,B0,100.228,201.383,0.5559,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,1,20261346,es_availability,0.82
es_availability_repeated,B1,45.067,70.77,0.98,0.0445,1.1,0.82,0.82,0.82,180.0,3,5,3,1,20261346,es_availability,0.82
es_availability_repeated,B2,45.072,70.512,0.9818,0.0398,1.1,0.82,0.82,0.82,180.0,3,5,3,1,20261346,es_availability,0.82
es_availability_repeated,B0,101.169,201.35,0.5505,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,2,20261347,es_availability,0.82
es_availability_repeated,B1,45.072,70.512,0.9818,0.0398,1.1,0.82,0.82,0.82,180.0,3,5,3,2,20261347,es_availability,0.82
es_availability_repeated,B2,45.164,70.929,0.9794,0.0459,1.1,0.82,0.82,0.82,180.0,3,5,3,2,20261347,es_availability,0.82
es_availability_repeated,B0,102.538,201.489,0.5426,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,3,20261348,es_availability,0.82
es_availability_repeated,B1,45.164,70.929,0.9794,0.0459,1.1,0.82,0.82,0.82,180.0,3,5,3,3,20261348,es_availability,0.82
es_availability_repeated,B2,45.081,70.645,0.9812,0.0415,1.1,0.82,0.82,0.82,180.0,3,5,3,3,20261348,es_availability,0.82
es_availability_repeated,B0,101.764,201.309,0.5473,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,4,20261349,es_availability,0.82
es_availability_repeated,B1,45.081,70.645,0.9812,0.0415,1.1,0.82,0.82,0.82,180.0,3,5,3,4,20261349,es_availability,0.82
es_availability_repeated,B2,44.865,70.476,0.9817,0.0406,1.1,0.82,0.82,0.82,180.0,3,5,3,4,20261349,es_availability,0.82
es_availability_repeated,B0,100.867,201.297,0.5528,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,5,20261350,es_availability,0.82
es_availability_repeated,B1,44.865,70.476,0.9817,0.0406,1.1,0.82,0.82,0.82,180.0,3,5,3,5,20261350,es_availability,0.82
es_availability_repeated,B2,44.394,70.609,0.9809,0.0438,1.1,0.82,0.82,0.82,180.0,3,5,3,5,20261350,es_availability,0.82
es_availability_repeated,B0,99.513,201.374,0.5601,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,6,20261351,es_availability,0.82
es_availability_repeated,B1,44.394,70.609,0.9809,0.0438,1.1,0.82,0.82,0.82,180.0,3,5,3,6,20261351,es_availability,0.82
es_availability_repeated,B2,45.097,70.779,0.9804,0.0434,1.1,0.82,0.82,0.82,180.0,3,5,3,6,20261351,es_availability,0.82
es_availability_repeated,B0,100.185,201.431,0.5565,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,7,20261352,es_availability,0.82
es_availability_repeated,B1,45.097,70.779,0.9804,0.0434,1.1,0.82,0.82,0.82,180.0,3,5,3,7,20261352,es_availability,0.82
es_availability_repeated,B2,44.423,70.827,0.9826,0.0393,1.1,0.82,0.82,0.82,180.0,3,5,3,7,20261352,es_availability,0.82
es_availability_repeated,B0,99.8,201.313,0.559,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,8,20261353,es_availability,0.82
es_availability_repeated,B1,44.423,70.827,0.9826,0.0393,1.1,0.82,0.82,0.82,180.0,3,5,3,8,20261353,es_availability,0.82
es_availability_repeated,B2,45.021,70.766,0.981,0.042,1.1,0.82,0.82,0.82,180.0,3,5,3,8,20261353,es_availability,0.82
es_availability_repeated,B0,99.844,201.421,0.5584,0.0,1.1,0.82,0.82,0.82,180.0,3,5,3,9,20261354,es_availability,0.82
es_availability_repeated,B1,45.021,70.766,0.981,0.042,1.1,0.82,0.82,0.82,180.0,3,5,3,9,20261354,es_availability,0.82
es_availability_repeated,B2,45.341,70.778,0.979,0.0465,1.1,0.82,0.82,0.82,180.0,3,5,3,9,20261354,es_availability,0.82
es_availability_repeated,B0,71.449,199.727,0.7214,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,0,20261425,es_availability,0.9
es_availability_repeated,B1,35.044,67.872,0.997,0.0109,1.1,0.9,0.9,0.9,180.0,3,5,3,0,20261425,es_availability,0.9
es_availability_repeated,B2,35.226,67.874,0.9971,0.0104,1.1,0.9,0.9,0.9,180.0,3,5,3,0,20261425,es_availability,0.9
es_availability_repeated,B0,71.128,199.827,0.7236,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,1,20261426,es_availability,0.9
es_availability_repeated,B1,35.226,67.874,0.9971,0.0104,1.1,0.9,0.9,0.9,180.0,3,5,3,1,20261426,es_availability,0.9
es_availability_repeated,B2,35.0,67.89,0.9972,0.0102,1.1,0.9,0.9,0.9,180.0,3,5,3,1,20261426,es_availability,0.9
es_availability_repeated,B0,70.183,199.812,0.7287,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,2,20261427,es_availability,0.9
es_availability_repeated,B1,35.0,67.89,0.9972,0.0102,1.1,0.9,0.9,0.9,180.0,3,5,3,2,20261427,es_availability,0.9
es_availability_repeated,B2,35.101,67.955,0.9975,0.009,1.1,0.9,0.9,0.9,180.0,3,5,3,2,20261427,es_availability,0.9
es_availability_repeated,B0,70.667,199.915,0.7265,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,3,20261428,es_availability,0.9
es_availability_repeated,B1,35.101,67.955,0.9975,0.009,1.1,0.9,0.9,0.9,180.0,3,5,3,3,20261428,es_availability,0.9
es_availability_repeated,B2,34.843,67.522,0.9986,0.0051,1.1,0.9,0.9,0.9,180.0,3,5,3,3,20261428,es_availability,0.9
es_availability_repeated,B0,69.866,199.71,0.7308,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,4,20261429,es_availability,0.9
es_availability_repeated,B1,34.843,67.522,0.9986,0.0051,1.1,0.9,0.9,0.9,180.0,3,5,3,4,20261429,es_availability,0.9
es_availability_repeated,B2,34.963,68.091,0.9969,0.0114,1.1,0.9,0.9,0.9,180.0,3,5,3,4,20261429,es_availability,0.9
es_availability_repeated,B0,68.97,199.601,0.7357,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,5,20261430,es_availability,0.9
es_availability_repeated,B1,34.963,68.091,0.9969,0.0114,1.1,0.9,0.9,0.9,180.0,3,5,3,5,20261430,es_availability,0.9
es_availability_repeated,B2,34.911,67.909,0.9975,0.0091,1.1,0.9,0.9,0.9,180.0,3,5,3,5,20261430,es_availability,0.9
es_availability_repeated,B0,70.401,199.576,0.7276,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,6,20261431,es_availability,0.9
es_availability_repeated,B1,34.911,67.909,0.9975,0.0091,1.1,0.9,0.9,0.9,180.0,3,5,3,6,20261431,es_availability,0.9
es_availability_repeated,B2,34.988,68.15,0.9987,0.0046,1.1,0.9,0.9,0.9,180.0,3,5,3,6,20261431,es_availability,0.9
es_availability_repeated,B0,72.029,199.815,0.7185,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,7,20261432,es_availability,0.9
es_availability_repeated,B1,34.988,68.15,0.9987,0.0046,1.1,0.9,0.9,0.9,180.0,3,5,3,7,20261432,es_availability,0.9
es_availability_repeated,B2,34.775,67.927,0.9982,0.0066,1.1,0.9,0.9,0.9,180.0,3,5,3,7,20261432,es_availability,0.9
es_availability_repeated,B0,70.694,199.637,0.7256,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,8,20261433,es_availability,0.9
es_availability_repeated,B1,34.775,67.927,0.9982,0.0066,1.1,0.9,0.9,0.9,180.0,3,5,3,8,20261433,es_availability,0.9
es_availability_repeated,B2,34.833,68.01,0.9968,0.0118,1.1,0.9,0.9,0.9,180.0,3,5,3,8,20261433,es_availability,0.9
es_availability_repeated,B0,71.718,199.87,0.72,0.0,1.1,0.9,0.9,0.9,180.0,3,5,3,9,20261434,es_availability,0.9
