scenario,policy,trial_count,sweep_name,sweep_value,origin_delay,es_availability,local_es_availability,neighbor_es_availability,zipf_alpha,local_es_count,neighbor_group_size,k,mean_response_time_mean,mean_response_time_std,mean_response_time_stderr,mean_response_time_ci95_low,mean_response_time_ci95_high,p95_response_time_mean,p95_response_time_std,p95_response_time_stderr,p95_response_time_ci95_low,p95_response_time_ci95_high,origin_free_rate_mean,origin_free_rate_std,origin_free_rate_stderr,origin_free_rate_ci95_low,origin_free_rate_ci95_high,neighbor_failure_rate_mean,neighbor_failure_rate_std,neighbor_failure_rate_stderr,neighbor_failure_rate_ci95_low,neighbor_failure_rate_ci95_high,b2_advantage_vs_b1_mean
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.2,1.1,3,5,3,127.7268,1.497649,0.473598,126.798548,128.655052,261.4409,0.070453,0.022279,261.397233,261.484567,0.55245,0.006329,0.002002,0.548527,0.556373,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.2,1.1,3,5,3,134.512,1.10401,0.349119,133.827728,135.196272,289.1482,0.100877,0.0319,289.085676,289.210724,0.57858,0.004246,0.001343,0.575948,0.581212,0.94111,0.003379,0.001069,0.939016,0.943204,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.2,1.1,3,5,3,127.9566,1.054706,0.333527,127.302887,128.610313,261.433,0.075464,0.023864,261.386227,261.479773,0.55151,0.004489,0.001419,0.548728,0.554292,0.0,0.0,0.0,0.0,0.0,6.5554
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.25,1.1,3,5,3,127.5538,1.275647,0.403395,126.763146,128.344454,261.3971,0.13199,0.041739,261.315292,261.478908,0.55326,0.005436,0.001719,0.549891,0.556629,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.25,1.1,3,5,3,129.8586,1.674018,0.529371,128.821033,130.896167,288.9796,0.138975,0.043948,288.893462,289.065738,0.59949,0.006534,0.002066,0.59544,0.60354,0.89692,0.005335,0.001687,0.893613,0.900227,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.25,1.1,3,5,3,127.9679,1.216588,0.384719,127.213851,128.721949,261.3881,0.141441,0.044728,261.300434,261.475766,0.55145,0.005229,0.001654,0.548209,0.554691,0.0,0.0,0.0,0.0,0.0,1.8907
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.3,1.1,3,5,3,127.7469,0.60819,0.192326,127.36994,128.12386,261.3584,0.120958,0.03825,261.283429,261.433371,0.55244,0.002622,0.000829,0.550815,0.554065,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.3,1.1,3,5,3,124.3094,1.116927,0.353203,123.617122,125.001678,288.8126,0.082943,0.026229,288.761191,288.864009,0.62508,0.004481,0.001417,0.622303,0.627857,0.83652,0.005033,0.001592,0.833401,0.839639,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.3,1.1,3,5,3,124.4035,1.203794,0.380673,123.657381,125.149619,288.8296,0.088858,0.0281,288.774525,288.884675,0.62478,0.004757,0.001504,0.621831,0.627729,0.83596,0.004599,0.001454,0.83311,0.83881,-0.0941
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.35,1.1,3,5,3,128.2026,0.851246,0.269188,127.674992,128.730208,261.3846,0.16041,0.050726,261.285177,261.484023,0.55039,0.003533,0.001117,0.548201,0.552579,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.35,1.1,3,5,3,117.541,1.237982,0.391484,116.773691,118.308309,288.6357,0.104437,0.033026,288.570969,288.700431,0.65631,0.004793,0.001516,0.653339,0.659281,0.76298,0.006646,0.002102,0.758861,0.767099,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.35,1.1,3,5,3,117.4841,1.188692,0.375897,116.747341,118.220859,288.6106,0.103269,0.032657,288.546593,288.674607,0.65646,0.004665,0.001475,0.653569,0.659351,0.76323,0.006681,0.002113,0.759089,0.767371,0.0569
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.45,1.1,3,5,3,128.3177,0.854276,0.270146,127.788214,128.847186,261.4175,0.114757,0.036289,261.346373,261.488627,0.54995,0.003631,0.001148,0.547699,0.552201,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.45,1.1,3,5,3,99.9103,1.177116,0.372237,99.180716,100.639884,287.7062,0.123645,0.0391,287.629564,287.782836,0.73601,0.004504,0.001424,0.733219,0.738801,0.58884,0.005619,0.001777,0.585358,0.592322,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.45,1.1,3,5,3,99.8075,1.100891,0.348132,99.125161,100.489839,287.7057,0.123269,0.038981,287.629297,287.782103,0.73635,0.00422,0.001334,0.733735,0.738965,0.58883,0.005605,0.001773,0.585356,0.592304,0.1028
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.55,1.1,3,5,3,128.7945,1.586342,0.501645,127.811275,129.777725,261.397,0.176178,0.055712,261.287804,261.506196,0.54794,0.006708,0.002121,0.543783,0.552097,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.55,1.1,3,5,3,82.0633,1.419846,0.448995,81.18327,82.94333,286.4327,0.182281,0.057642,286.319721,286.545679,0.81731,0.00522,0.001651,0.814075,0.820545,0.40664,0.006225,0.001969,0.402782,0.410498,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.55,1.1,3,5,3,82.1302,1.363645,0.431223,81.285004,82.975396,286.4664,0.181653,0.057444,286.35381,286.57899,0.81705,0.005027,0.00159,0.813934,0.820166,0.40704,0.006186,0.001956,0.403206,0.410874,-0.0669
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.65,1.1,3,5,3,128.2742,1.033442,0.326803,127.633666,128.914734,261.4476,0.154704,0.048922,261.351713,261.543487,0.55016,0.004422,0.001398,0.547419,0.552901,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.65,1.1,3,5,3,65.6456,0.546629,0.172859,65.306796,65.984404,284.4497,0.07032,0.022237,284.406115,284.493285,0.89208,0.001971,0.000623,0.890858,0.893302,0.23986,0.003927,0.001242,0.237426,0.242294,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.65,1.1,3,5,3,65.4358,0.485514,0.153533,65.134876,65.736724,284.4204,0.102543,0.032427,284.356843,284.483957,0.89301,0.002026,0.000641,0.891754,0.894266,0.23779,0.004997,0.00158,0.234693,0.240887,0.2098
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.82,1.1,3,5,3,128.5315,1.406722,0.444845,127.659605,129.403395,261.3918,0.126587,0.04003,261.313341,261.470259,0.54902,0.006095,0.001927,0.545242,0.552798,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.82,1.1,3,5,3,46.0706,0.419819,0.132758,45.810394,46.330806,70.8543,0.246375,0.07791,70.701595,71.007005,0.98083,0.001721,0.000544,0.979763,0.981897,0.04274,0.003749,0.001185,0.040417,0.045063,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,240.0,0.82,0.82,0.82,1.1,3,5,3,46.1468,0.409673,0.12955,45.892882,46.400718,70.8928,0.207743,0.065694,70.764039,71.021561,0.98069,0.001662,0.000526,0.97966,0.98172,0.04293,0.003652,0.001155,0.040666,0.045194,-0.0762
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.2,1.1,3,5,3,163.9206,1.650585,0.521961,162.897557,164.943643,341.3801,0.168039,0.053138,341.275949,341.484251,0.5512,0.005221,0.001651,0.547964,0.554436,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.2,1.1,3,5,3,168.9844,1.434483,0.453623,168.095298,169.873502,369.2667,0.181195,0.057299,369.154394,369.379006,0.5764,0.004207,0.00133,0.573793,0.579007,0.94103,0.002295,0.000726,0.939607,0.942453,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.2,1.1,3,5,3,163.5923,1.278537,0.404309,162.799855,164.384745,341.3659,0.171972,0.054382,341.259311,341.472489,0.55225,0.00409,0.001293,0.549715,0.554785,0.0,0.0,0.0,0.0,0.0,5.3921
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.25,1.1,3,5,3,164.236,1.576815,0.498633,163.25868,165.21332,341.4431,0.126368,0.039961,341.364777,341.521423,0.55022,0.005047,0.001596,0.547092,0.553348,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.25,1.1,3,5,3,162.4614,1.821918,0.576141,161.332164,163.590636,368.9699,0.10687,0.033795,368.903661,369.036139,0.59794,0.005422,0.001714,0.59458,0.6013,0.89529,0.00535,0.001692,0.891974,0.898606,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.25,1.1,3,5,3,162.6585,1.559282,0.493088,161.692047,163.624953,368.976,0.099755,0.031545,368.914171,369.037829,0.59728,0.004556,0.001441,0.594456,0.600104,0.89706,0.005304,0.001677,0.893773,0.900347,-0.1971
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.3,1.1,3,5,3,162.9866,1.45109,0.458875,162.087205,163.885995,341.3231,0.162653,0.051435,341.222287,341.423913,0.5542,0.004604,0.001456,0.551346,0.557054,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.3,1.1,3,5,3,154.5765,1.153352,0.364722,153.861645,155.291355,368.8077,0.032602,0.01031,368.787493,368.827907,0.62429,0.003487,0.001103,0.622129,0.626451,0.83721,0.007319,0.002314,0.832674,0.841746,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.3,1.1,3,5,3,154.3448,1.344087,0.425038,153.511726,155.177874,368.7923,0.059099,0.018689,368.75567,368.82893,0.62503,0.004082,0.001291,0.6225,0.62756,0.83559,0.00791,0.002501,0.830688,0.840492,0.2317
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.35,1.1,3,5,3,164.25,1.984675,0.627609,163.019886,165.480114,341.3597,0.160135,0.050639,341.260447,341.458953,0.55018,0.006263,0.001981,0.546298,0.554062,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.35,1.1,3,5,3,144.5458,1.587083,0.50188,143.562116,145.529484,368.5971,0.114008,0.036053,368.526437,368.667763,0.65772,0.004785,0.001513,0.654754,0.660686,0.76281,0.00692,0.002188,0.758521,0.767099,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.35,1.1,3,5,3,144.4028,1.399531,0.44257,143.535362,145.270238,368.5941,0.117623,0.037196,368.521196,368.667004,0.65811,0.004282,0.001354,0.655456,0.660764,0.76293,0.006995,0.002212,0.758594,0.767266,0.143
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.45,1.1,3,5,3,162.8827,1.48041,0.468147,161.965132,163.800268,341.3122,0.16158,0.051096,341.212052,341.412348,0.55454,0.004727,0.001495,0.55161,0.55747,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.45,1.1,3,5,3,121.9195,1.535533,0.485578,120.967767,122.871233,367.6515,0.101194,0.032,367.588779,367.714221,0.73292,0.004639,0.001467,0.730045,0.735795,0.59683,0.008552,0.002704,0.591529,0.602131,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.45,1.1,3,5,3,121.5632,1.62615,0.514234,120.555302,122.571098,367.6409,0.101101,0.031971,367.578237,367.703563,0.73388,0.00495,0.001565,0.730812,0.736948,0.59687,0.008527,0.002696,0.591585,0.602155,0.3563
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,164.1093,1.633867,0.516674,163.096619,165.121981,341.4023,0.107416,0.033968,341.335723,341.468877,0.55063,0.005235,0.001656,0.547385,0.553875,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,96.4315,1.374307,0.434594,95.579696,97.283304,366.3113,0.185011,0.058505,366.196629,366.425971,0.81842,0.004054,0.001282,0.815907,0.820933,0.40202,0.006498,0.002055,0.397993,0.406047,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.55,1.1,3,5,3,96.349,1.332706,0.421439,95.52298,97.17502,366.3474,0.205775,0.065072,366.219859,366.474941,0.81867,0.003936,0.001245,0.81623,0.82111,0.40163,0.006361,0.002012,0.397687,0.405573,0.0825
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,164.3832,1.37913,0.436119,163.528406,165.237994,341.3969,0.124883,0.039491,341.319497,341.474303,0.54972,0.004387,0.001387,0.547001,0.552439,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,73.3968,0.808702,0.255734,72.895561,73.898039,364.3574,0.199927,0.063223,364.233484,364.481316,0.89469,0.00263,0.000832,0.89306,0.89632,0.23528,0.006259,0.001979,0.231401,0.239159,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.65,1.1,3,5,3,73.4352,0.841335,0.266053,72.913735,73.956665,364.3427,0.181834,0.057501,364.229998,364.455402,0.89468,0.00264,0.000835,0.893044,0.896316,0.23484,0.0057,0.001802,0.231307,0.238373,-0.0384
memo_neighbor_availability_x_origin_delay,B0,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,164.3558,1.402862,0.443624,163.486297,165.225303,341.4092,0.164123,0.0519,341.307475,341.510925,0.54988,0.004422,0.001398,0.547139,0.552621,0.0,0.0,0.0,0.0,0.0,
memo_neighbor_availability_x_origin_delay,B1,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,47.9445,0.474709,0.150116,47.650272,48.238728,70.9053,0.199718,0.063156,70.781514,71.029086,0.97999,0.001159,0.000366,0.979272,0.980708,0.04444,0.002407,0.000761,0.042948,0.045932,
memo_neighbor_availability_x_origin_delay,B2,10,memo_neighbor_availability_x_origin_delay,,320.0,0.82,0.82,0.82,1.1,3,5,3,47.9592,0.461437,0.145919,47.673198,48.245202,70.8873,0.2161,0.068337,70.75336,71.02124,0.97991,0.001116,0.000353,0.979218,0.980602,0.04463,0.002337,0.000739,0.043182,0.046078,-0.0147
