scenario,policy,trial_count,sweep_name,sweep_value,origin_delay,es_availability,zipf_alpha,local_es_count,neighbor_group_size,k,mean_response_time_mean,mean_response_time_std,mean_response_time_stderr,mean_response_time_ci95_low,mean_response_time_ci95_high,p95_response_time_mean,p95_response_time_std,p95_response_time_stderr,p95_response_time_ci95_low,p95_response_time_ci95_high,origin_free_rate_mean,origin_free_rate_std,origin_free_rate_stderr,origin_free_rate_ci95_low,origin_free_rate_ci95_high,neighbor_failure_rate_mean,neighbor_failure_rate_std,neighbor_failure_rate_stderr,neighbor_failure_rate_ci95_low,neighbor_failure_rate_ci95_high,b2_advantage_vs_b1_mean
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,240.0,0.65,1.1,3,5,3,91.3341,0.898084,0.283999,90.777462,91.890738,286.1511,0.14488,0.045815,286.061303,286.240897,0.82829,0.00407,0.001287,0.825768,0.830812,0.23606,0.00611,0.001932,0.232273,0.239847,0.1062
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,240.0,0.75,1.1,3,5,3,158.5296,1.096278,0.346674,157.85012,159.20908,262.1002,0.091852,0.029046,262.043269,262.157131,0.42078,0.00468,0.00148,0.417879,0.423681,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,240.0,0.75,1.1,3,5,3,60.3583,0.598012,0.189108,59.987648,60.728952,281.7541,0.270226,0.085453,281.586612,281.921588,0.94026,0.002382,0.000753,0.938783,0.941737,0.10356,0.004126,0.001305,0.101002,0.106118,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,240.0,0.75,1.1,3,5,3,60.3165,0.561184,0.177462,59.968675,60.664325,281.7636,0.273435,0.086468,281.594123,281.933077,0.94027,0.002375,0.000751,0.938798,0.941742,0.10376,0.00424,0.001341,0.101132,0.106388,0.0418
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,240.0,0.82,1.1,3,5,3,128.5315,1.406722,0.444845,127.659605,129.403395,261.3918,0.126587,0.04003,261.313341,261.470259,0.54902,0.006095,0.001927,0.545242,0.552798,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,240.0,0.82,1.1,3,5,3,46.0706,0.419819,0.132758,45.810394,46.330806,70.8543,0.246375,0.07791,70.701595,71.007005,0.98083,0.001721,0.000544,0.979763,0.981897,0.04274,0.003749,0.001185,0.040417,0.045063,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,240.0,0.82,1.1,3,5,3,46.1468,0.409673,0.12955,45.892882,46.400718,70.8928,0.207743,0.065694,70.764039,71.021561,0.98069,0.001662,0.000526,0.97966,0.98172,0.04293,0.003652,0.001155,0.040666,0.045194,-0.0762
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,240.0,0.9,1.1,3,5,3,86.0277,0.679812,0.214975,85.606348,86.449052,259.7741,0.149531,0.047286,259.68142,259.86678,0.73062,0.002857,0.000903,0.728849,0.732391,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,240.0,0.9,1.1,3,5,3,34.8409,0.249857,0.079012,34.686037,34.995763,67.8162,0.197274,0.062384,67.693928,67.938472,0.99788,0.000429,0.000136,0.997614,0.998146,0.00783,0.001503,0.000475,0.006899,0.008761,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,240.0,0.9,1.1,3,5,3,34.797,0.246408,0.077921,34.644275,34.949725,67.8094,0.195419,0.061797,67.688278,67.930522,0.99791,0.000456,0.000144,0.997628,0.998192,0.00774,0.001589,0.000502,0.006755,0.008725,0.0439
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.45,1.1,3,5,3,308.1171,1.307172,0.413364,307.306906,308.927294,343.593,0.183017,0.057875,343.479565,343.706435,0.09201,0.004065,0.001285,0.089491,0.094529,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.45,1.1,3,5,3,222.6898,1.531488,0.484299,221.740574,223.639026,369.9016,0.151807,0.048006,369.807509,369.995691,0.46156,0.004748,0.001501,0.458617,0.464503,0.59275,0.004104,0.001298,0.590206,0.595294,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.45,1.1,3,5,3,222.7089,1.514406,0.478897,221.770261,223.647539,369.9143,0.147139,0.046529,369.823103,370.005497,0.46154,0.004731,0.001496,0.458608,0.464472,0.59248,0.00421,0.001331,0.589871,0.595089,-0.0191
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.55,1.1,3,5,3,284.833,1.203983,0.380733,284.086764,285.579236,343.3625,0.147624,0.046683,343.271002,343.453998,0.16616,0.003847,0.001216,0.163776,0.168544,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.55,1.1,3,5,3,158.7318,1.214241,0.383977,157.979206,159.484394,368.3885,0.132684,0.041958,368.306262,368.470738,0.66414,0.004024,0.001273,0.661646,0.666634,0.40314,0.005356,0.001694,0.39982,0.40646,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.55,1.1,3,5,3,158.8632,1.236581,0.391041,158.096759,159.629641,368.4162,0.103537,0.032741,368.352027,368.480373,0.66362,0.004107,0.001299,0.661075,0.666165,0.4041,0.005451,0.001724,0.400722,0.407478,-0.1314
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.65,1.1,3,5,3,250.6578,1.644277,0.519966,249.638666,251.676934,342.8878,0.092131,0.029134,342.830696,342.944904,0.27496,0.005264,0.001665,0.271697,0.278223,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.65,1.1,3,5,3,104.7313,1.214573,0.384082,103.9785,105.4841,366.2716,0.140826,0.044533,366.184315,366.358885,0.82913,0.00406,0.001284,0.826614,0.831646,0.23563,0.005759,0.001821,0.23206,0.2392,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.65,1.1,3,5,3,104.7236,1.216867,0.384807,103.969378,105.477822,366.2959,0.1345,0.042533,366.212536,366.379264,0.82912,0.004056,0.001283,0.826606,0.831634,0.2357,0.005728,0.001811,0.23215,0.23925,0.0077
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.75,1.1,3,5,3,204.8334,1.122351,0.354919,204.137759,205.529041,342.1797,0.143549,0.045394,342.090728,342.268672,0.42085,0.003612,0.001142,0.418611,0.423089,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.75,1.1,3,5,3,65.0864,0.66345,0.209801,64.675189,65.497611,361.7429,0.212261,0.067123,361.61134,361.87446,0.94051,0.002202,0.000696,0.939145,0.941875,0.10302,0.003907,0.001236,0.100598,0.105442,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.75,1.1,3,5,3,65.266,0.730123,0.230885,64.813465,65.718535,361.8199,0.242935,0.076823,361.669328,361.970472,0.93987,0.002473,0.000782,0.938338,0.941402,0.10417,0.004415,0.001396,0.101433,0.106907,-0.1796
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.82,1.1,3,5,3,164.3558,1.402862,0.443624,163.486297,165.225303,341.4092,0.164123,0.0519,341.307475,341.510925,0.54988,0.004422,0.001398,0.547139,0.552621,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.82,1.1,3,5,3,47.9445,0.474709,0.150116,47.650272,48.238728,70.9053,0.199718,0.063156,70.781514,71.029086,0.97999,0.001159,0.000366,0.979272,0.980708,0.04444,0.002407,0.000761,0.042948,0.045932,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.82,1.1,3,5,3,47.9592,0.461437,0.145919,47.673198,48.245202,70.8873,0.2161,0.068337,70.75336,71.02124,0.97991,0.001116,0.000353,0.979218,0.980602,0.04463,0.002337,0.000739,0.043182,0.046078,-0.0147
origin_delay_x_es_availability,B0,10,origin_delay_x_es_availability,,320.0,0.9,1.1,3,5,3,107.9132,1.213688,0.383802,107.160948,108.665452,339.7896,0.181679,0.057452,339.676994,339.902206,0.72963,0.003833,0.001212,0.727254,0.732006,0.0,0.0,0.0,0.0,0.0,
origin_delay_x_es_availability,B1,10,origin_delay_x_es_availability,,320.0,0.9,1.1,3,5,3,35.0266,0.18287,0.057829,34.913256,35.139944,67.8526,0.165841,0.052443,67.749811,67.955389,0.99763,0.000579,0.000183,0.997271,0.997989,0.00879,0.002205,0.000697,0.007423,0.010157,
origin_delay_x_es_availability,B2,10,origin_delay_x_es_availability,,320.0,0.9,1.1,3,5,3,35.0013,0.161211,0.05098,34.90138,35.10122,67.8267,0.157136,0.049691,67.729306,67.924094,0.99775,0.000481,0.000152,0.997452,0.998048,0.00834,0.001838,0.000581,0.007201,0.009479,0.0253
